estimate,se,maximum_log_likelihood
-1.6452850273839064,0.1628692179351444,-490.36146893794916
0.9834748448121398,0.17536399417590992,-490.36146893794916
0.38076047934085383,0.25093746693420715,-490.36146893794916
-1.297578545877304,0.5354383494835493,-490.36146893794916
